TRPMWZD128F4232866	124.00254	X	unknown
TRLYRDG128F4234D93	64.03184	X	latin
TRHQNHV128E07828AD	141.6665	X	rock
TRYMOID128F4259A8F	90.96149	X	rock
TRZWWSB128F4291A86	69.90668	X	country
TRCEUDN128F92CB55F	99.99061	X	unknown
TRDTIQB128F4284A74	122.819695	X	rock
TRXUNSB128E0790AC9	82.52379	X	unknown
TRTCTEM128F9323B84	127.98483	X	unknown
TRYVKIV128F4285BD6	128.02426	X	unknown
TRPCSGV128F1497BC7	124.9094	X	rock
TRPKYFW128F42256E0	107.44258	X	unknown
TRHWNFC12903C9CD2D	129.99567	X	trance
TRKCZOK128E07843EA	107.915726	X	pop
TRDVPVU12903CA5CCC	129.75911	X	dance and trance
TRPPVYA128F92FFF83	129.99567	X	electronic
TRJFNXY128F92DA13F	120.02027	X	unknown
TRQFIUB128F4267D9A	124.51512	X	r&b
TRASQIB128F426693D	99.872314	X	pop
TRVXYLO128F92F036F	112.410576	X	pop
TRBZXHP128F427D0E5	108.62544	X	rock
TRZVPZQ128E078F0E3	123.844826	X	rock
TRWUYHK128F1480FF9	96.75747	X	new age
TRNJIWN128F14A9B2D	126.99911	X	unknown
TRYHIIS128F4234DAF	139.93164	X	latin
TRYMLMM12903D05FD3	101.29174	X	pop
TRRVBSN12903CB2CFE	127.98483	X	rock
TRYQAPI128F428AE75	145.49106	X	r&b
TRMHGKU128F9333260	128.02426	X	dance
TRWLYAZ128F14776B4	100.5426	X	hip-hop
TRCGCEX128F146A858	110.39972	X	pop
TRIKGLH128F92C5023	126.99911	X	dance
TRWIQZF128F42666D5	101.686035	X	rock
TRFXJHW128F92F8AC7	130.0351	X	unknown
TRQJMZF128F423AC8C	86.97921	X	unknown
TRROQUU128F42592CE	128.02426	X	pop
TRNVQEZ12903D08B45	124.120834	X	pop
TRYIHQB128F42A344E	122.228264	X	rock
TRMHFAK128F92DFFE3	88.67463	X	pop
TRLDYXC128F92C5DF7	130.11395	X	electronic
TRVACKX128F92EC704	100.463745	X	pop
TRDEDTO12903CF80A0	100.463745	X	pop
TRBWVBR128F148B4B8	141.90308	X	pop
TREVDPT128E0797FC3	150.14362	X	rock
TRDVOUV12903CE6487	61.98156	X	country
TRJBHDZ12903CAF175	130.98138	X	unknown
TREQOYM128F9353ECA	122.18884	X	unknown
TRYVWBQ128E078BD75	128.14253	X	rock
TRJNRNJ12903CD3971	126.32883	X	unknown
TRWIOXB128F4295A1A	78.975235	X	rock
TRMZBHP128E078CE71	123.213974	X	rock
TRLOBLV128F932A17A	127.98483	X	house
TROZGSI128F92EA0AE	128.9311	X	latin
TRAOFBZ128F424E884	96.95462	X	unknown
TRXWVSP12903CA50D5	129.99567	X	unknown
TRRXBCV128F149C0DD	81.02551	X	noise pop
TRHKPKZ128F1491C23	90.8432	X	rock
TRAXDWT128F9305A6B	109.57173	X	unknown
TRCAJLS128F935179E	126.99911	X	unknown
TRSZALP128F92DFDE0	129.0494	X	pop
TRSIMFE128F9344439	127.19624	X	unknown
TRGQKON128F42998BE	129.44368	X	rock
TROLOAU128F423F877	83.7855	X	r&b
TRZQMJM12903CC5FAF	88.79292	X	rock
TRMXLNP128F930DEEC	69.15754	X	musique francaise
TRUEKAD128F146DCC7	89.66035	X	pop
TRPTOYW128E07920B2	90.80377	X	pop
TRXBYIL128F92D2F76	80.78894	X	easy listening
TRRCMCP128E0792EC3	100.779175	X	pop
TRHQYWO128F4273B66	129.99567	X	pop
TRYCASO128F42BC512	88.91121	X	pop
TROYICX128F92EFE1C	152.62762	X	rock
TRYCFBA128F14895A5	121.9917	X	rock
TRZGNWS128F933DDD0	88.95064	X	reggae
TRHICCZ12903CBDF8E	109.57173	X	unknown
TRPRHDK128F9359896	126.0134	X	rock
TRJQAAJ128F4272C2F	129.0888	X	pop
TRXCVFG128F933D1F6	98.176895	X	world
TRFIPIZ128F934E7C9	124.98825	X	unknown
TRIWQRQ12903CA7B0F	127.98483	X	dance
TRJKZHG128F9328ED7	90.44891	X	r&b
TRTPVPD128F92E252E	129.99567	X	pop
TRITLBD128F1468C6D	80.986084	X	pop
TRREUHX128F146EC39	142.45506	X	rock
TRIMHSH128F4247CE7	89.108345	X	rock
TRCCVSJ128F934B8DD	151.99677	X	rock
TRHBWHC128F93414B9	129.99567	X	unknown
TRSBPXP128F92D4612	106.02316	X	country
TRRCQZL128F424D50A	68.6844	X	unknown
TRRPDDH12903D0C8F6	124.98825	X	house
TRUBTGB128E07845A5	99.28089	X	r&b
TRXDXRZ12903CA0038	129.8774	X	rock
TRHZAZX128F4276805	89.85749	X	r&b
TRZHUSZ128F149AB33	129.99567	X	electronica/dance
TRPTLYC128F930740B	124.98825	X	pop
TRBXBFO128E078EB3F	113.120285	X	rock
TRZCKEA128F4269FBC	127.98483	X	dance
TRTKLUU128F428578E	91.986626	X	pop
TRQDKSZ128F92EF8A9	125.81626	X	unknown
TRVWROF128F425D72B	109.45344	X	dance
TRVJFMR128F4280CD8	127.98483	X	unknown
TRDDYIP128F423AC89	88.16206	X	unknown
TRUARTT128F428A1C4	69.867256	X	easy listening
TRAGCPC128F423F990	131.06024	X	unknown
TRGBRTG128F92C6FFE	122.898544	X	r&b
TROOQNQ128F9355B14	139.97108	X	rock
TRVRDYC128F1492397	81.77465	X	pop
TRMYZZH12903CE4730	126.0134	X	country
TRHZBOK128F934B4CA	129.68024	X	rock
TRZEJSA128F92DE1B3	140.32594	X	rock
TRKGUMT128F9325ACF	124.98825	X	house
TRPKPYL128F9316ECB	129.99567	X	dance
TRVZITH128F934AC94	126.99911	X	unknown
TRVBOPM128F9303AFF	82.050644	X	r&b
TRDXCCW128F92C8047	99.202034	X	r&b
TRTMIXZ128F9312211	127.98483	X	unknown
TRESQYK128F92D7D42	140.01051	X	unknown
TRQTNSV128E078AFE3	125.30368	X	unknown
TRMSHWV128F92D2D67	129.16768	X	other
TRDOCXI128F935A6D7	124.35739	X	electronica/dance
TRLEZSI128F1464817	81.81409	X	pop
TROIJHL128F932BE95	99.99061	X	children's music
TRUXEHU128F42289A7	125.46141	X	rock
TRANSAK12903D08FB7	97.70376	X	reggae
TRPJODZ128F428406B	128.81282	X	pop
TRJZWIR128F932643A	126.0134	X	unknown
TRUCJXC128F425C402	107.04831	X	latin
TRKBQPM128F1477C6E	99.12318	X	unknown
TRJKJYO128F4295F18	69.39411	X	rock
TRIFLKU12903CAB4CB	127.15682	X	unknown
TRCRJXI128F425ACF2	122.97741	X	rock
TRDKKHO128F42A31DE	96.99404	X	unknown
TRGNINA12903CFB895	126.99911	X	rock
TRXZBZU128F9339F4C	127.98483	X	unknown
TRXTGLE128F148A28C	112.96257	X	rock
TRPBOSE12903CFB34D	129.99567	X	unknown
TRIOLBZ128F932CE71	108.270584	X	rock
TRVIEOZ128F149EDA7	127.98483	X	unknown
TRHYFUU128F14938E3	99.99061	X	rock
TREOSPG128F147DB01	99.99061	X	rock
TRGVXIW128F422B950	116.353424	X	r&b
TROEPXK128F42AF3D4	89.97578	X	pop
TREMZWA128F92C500E	128.14253	X	pop
TRAEOOG128F148B494	68.014114	X	jazz
TRTDPGT128F42659F0	73.61296	X	pop
TRPGAAL128F4273574	124.00254	X	unknown
TRMCMGH128F935B183	66.08212	X	unknown
TRESLDV128F429E43F	126.99911	X	house
TRHKGEK128F426E27D	106.259735	X	unknown
TRMCIAX128F92F0D67	126.24996	X	latin
TRGRBAC128F423545F	74.99296	X	unknown
TRDWDQM128F92FE692	128.02426	X	unknown
TRJPAXC128F429F8EB	128.14253	X	other
TRAGHBO128F92D8C9E	69.90668	X	unknown
TRBUWXV128F9342C6E	89.02949	X	jazz
TRVIOPH128E079894E	123.25341	X	rock
TRJMCVO12903CB4F48	129.2071	X	rock
TRBUPRX128F42267F4	129.00996	X	rock
TRUFDIE128F9341A89	74.3621	X	unknown
TROPJFW128F4285ED4	77.476944	X	rock - punk
TRHIUNV12903CA8682	59.458138	X	unknown
TRTJEDK128F42AC54D	98.96547	X	country
TRBDIMI128F4227E39	127.90597	X	country
TRRICCN12903CB4245	139.97108	X	drum & bass
TRDCHMG128F1470B35	129.12825	X	r&b
TRQRTBB12903CAA185	114.027145	X	unknown
TRUDQPC128F4293BAA	111.07001	X	pop
TRPADTR12903CBCFEB	109.966	X	rock
TRUONIG12903CD80C3	98.7289	X	country
TRDHQDR12903D0A4D7	128.97054	X	unknown
TRZPQFH128F92E8C49	100.03003	X	new age
TRNMYBS128F42A7439	126.0134	X	house
TRJZWLO128F14636C5	101.01575	X	pop
TRGETEF128F4262DD0	100.38489	X	pop
TRWAQOC12903CB84CA	129.99567	X	unknown
TRRDKNU128F423619F	99.99061	X	unknown
TRQGFVY128F92EC39D	100.03003	X	pop/rap
TRFPXXU128F933D7EB	100.463745	X	pop
TROMTMZ128F14750D4	125.067116	X	pop
TRBZFDK128EF35A246	108.03401	X	easy listening
TREMOSQ128F4256EE4	108.86201	X	unknown
TRNVZBQ128F42BCBF1	110.91229	X	pop
TRFGZBX128F14592BF	112.33171	X	pop
TRFIUKA128F42644AA	123.29284	X	rock
